,GCcleanPOBlat,GCcleanPOBlon,Unnamed: 0_x,count,cleanPOBtown_x,cleanPOBcnty_x,cleanPOBst_x,GCcleanPOBplace_x,Unnamed: 0_y,ersatz_id,rawPOB,cleanPOBtown_y,cleanPOBcnty_y,cleanPOBst_y,GCcleanPOBprec,GCcleanPOBplace_y
1243,40.1154906,-87.8804843,1,1,1,0,1,1,9780,9781,Fithian Hi,Fithian,,Illinois,town,Fithian Illinois
1244,40.1161471,-87.77835920000003,1,1,1,0,1,1,29268,29269,Oak wood Ill,Oakwood,,Illinois,town,Oakwood IL
1245,40.1172727,-84.3538367,1,1,1,0,1,1,15338,15339,Covington Ohio,Covington,,Ohio,town,Covington OH
1246,40.1178504,-80.4103439,1,1,1,0,1,1,16951,16952,Claysville Pa,Claysville,,Pennsylvania,town,Claysville PA
1247,40.1194451,-96.420294,1,1,1,1,1,1,27232,27233,Armour Nebr,Armour,Pawnee,Nebraska,town,Armour Nebraska
1248,40.1209402,9.2541494,1,1,1,0,1,1,19467,19468,Fonni Italy,Fonni,,Italy,town,Fonni NU Italy
1249,40.12115770000001,-90.5631829,1,1,1,0,1,1,21275,21276,Rushville Ill,Rushville,,Illinois,town,Rushville IL
1250,40.12222360000001,-96.6625231,1,1,1,0,1,1,9887,9888,Wymore Nebr,Wymore,,Nebraska,town,Wymore NE
1251,40.1234039,-80.8792567,1,1,1,0,1,1,6022,6023,Maynard Ohio,Maynard,,Ohio,town,Maynard OH
1252,40.1239257,-86.01331809999998,1,1,1,0,1,1,4667,4668,Cicero Ind,Cicero,,Indiana,town,Cicero IN
1253,40.1244385,-89.36747340000002,2,2,0,2,2,2,6248,6249,Logan county Ill,,Logan,Illinois,county,Logan County IL
1254,40.124481,-87.6300207,6,6,6,0,6,6,2280,2281,Danville Ill,Danville,,Illinois,town,Danville IL
1255,40.1294838,-86.60667059999999,1,1,1,0,1,1,21887,21888,Thorntown Ind,Thorntown,,Indiana,town,Thorntown IN
1256,40.130142,-91.5257042,1,1,1,0,1,1,8254,8255,Canton Mo,Canton,,Missouri,town,Canton MO
1257,40.1311066,-95.2316428,2,2,2,0,2,2,11196,11197,Mound City Mo,Mound City,,Missouri,town,Mound City MO
1258,40.13143839999999,-99.4544096,1,1,1,0,1,1,13021,13022,Orleans Nebr,Orleans,,Nebraska,town,Orleans NE
1259,40.1322719,-84.43078309999999,2,2,2,0,2,2,7411,7412,Bradford Ohio,Bradford,,Ohio,town,Bradford OH
1260,40.1381179,-99.8264435,1,1,1,0,1,1,23602,23603,Beaver City Nebr,Beaver City,,Nebraska,town,Beaver City NE
1261,40.1395166,-96.66528259999998,2,2,2,0,2,2,8406,8407,Blue Springs Nebr,Blue Springs,,Nebraska,town,Blue Springs NE
1262,40.1396126,-120.9510675,1,1,1,0,1,1,8353,8354,Greenville Calif,Greenville,,California,town,Greenville CA
1263,40.13984417,-88.1991995,1,1,0,1,1,1,19896,19897,Champaign county Ill,,Champaign,Illinois,county,Champaign County IL
1264,40.1417045,-87.39473570000001,2,2,2,0,2,2,5712,5713,Covington Ind,Covington,,Indiana,town,Covington IN
1265,40.14203010000001,-77.77360420000002,1,1,1,0,1,1,26155,26156,Spring Run Pa,Spring Run,,Pennsylvania,town,Spring Run PA
1266,40.1434378,-89.19329509999999,1,1,1,0,1,1,18192,18193,Beason Ill,Beason,,Illinois,town,Beason IL
1267,40.1436209,-93.7388334,1,1,1,0,1,1,7011,7012,Brimson Mo,Brimson,,Missouri,town,Brimson Missouri
1268,40.1447753,-84.1124406,2,2,2,0,2,2,5296,5297,Fletcher Ohio,Fletcher,,Ohio,town,Fletcher OH
1269,40.1461639,-97.4146136,1,1,1,0,1,1,3244,3245,Gilead Nebr,Gilead,,Nebraska,town,Gilead NE
1270,40.1466169,-97.1798456,1,1,1,0,1,1,5480,5481,Fairbury Nebr,Fairbury,,Nebraska,town,Fairbury NE
1271,40.1467528,-77.7263806,1,1,1,0,1,1,28279,28280,Newbridge Pa,Newbridge Fannett Township,,Pennsylvania,town,Newbridge Fannett Township PA
1272,40.1470217,-78.9119686,1,1,1,0,1,1,28669,28670,Hooversville Pa,Hooversville,,Pennsylvania,town,Hooversville PA
1273,40.1483768,-89.3648183,4,4,4,0,4,4,9093,9094,Lincoln Ill,Lincoln,,Illinois,town,Lincoln IL
1274,40.1493804,-96.3536753,1,1,1,0,1,1,30370,30371,Burchard Nebr,Burchard,,Nebraska,town,Burchard NE
1275,40.15003710000001,-92.3021308,1,1,1,0,1,1,20548,20549,Hurdland Mo,Hurdland,,Missouri,town,Hurdland MO
1276,40.1528719,-76.6027455,1,1,1,0,1,1,7979,7980,Elizabethtown Pa,Elizabethtown,,Pennsylvania,town,Elizabethtown PA
1277,40.1536479,-88.9645253,2,2,2,0,2,2,3919,3920,Clinton HI,Clinton,,Illinois,town,Clinton IL
1278,40.15367420000001,-82.6851699,1,1,1,0,1,1,5495,5496,Johnstown Ohio,Johnstown,,Ohio,town,Johnstown OH
1279,40.1537976,-79.559641,1,1,1,0,1,1,17982,17983,Mt Pleasant Pa,Mt pleasant,,Pennsylvania,town,Mt Pleasant PA
1280,40.1597245,-97.3080947,1,1,1,0,1,1,1501,1502,Gladstone Nebr,Gladstone,,Nebraska,town,Gladstone NE
1281,40.1603001,-90.3230884,1,1,1,0,1,1,21048,21049,Northwayne 11I,Northwayne,,Illinois,town,Northwayne Illinois
1282,40.1622907,-81.1326032,1,1,1,0,1,1,18262,18263,Holloway Ohio,Holloway,,Ohio,town,Holloway OH
1283,40.163891,-95.9445866,1,1,1,0,1,1,11962,11963,Humboldt Nebr,Humboldt,,Nebraska,town,Humboldt NE
1284,40.1663933,-97.5858752,1,1,1,0,1,1,4921,4922,Hebron Nebr,Hebron,,Nebraska,town,Hebron NE
1285,40.16758529999999,-77.75388120000002,2,2,2,0,2,2,4560,4561,Dry Run Pa,Dry Run,,Pennsylvania,town,Dry Run PA
1286,40.167848,-79.77338590000002,1,1,1,0,1,1,4627,4628,FitzHenry Pa,Fitz Henry,,Pennsylvania,town,Fitz Henry South Huntingdon Township PA
1287,40.168191,-94.7361608,1,1,1,0,1,1,9789,9790,Gilford Mo,Guilford,,Missouri,town,Guilford MO
1288,40.17198920000001,-84.98135490000001,3,3,3,0,3,3,5638,5639,Winchester Ind,Winchester,,Indiana,town,Winchester IN
1289,40.1739475,-83.52742540000001,1,1,1,0,1,1,11640,11641,Woodstock Ohio,Woodstock,,Ohio,town,Woodstock OH
1290,40.17396,-80.24617140000002,1,1,1,0,1,1,24611,24612,Washington Pa,Washington,,Pennsylvania,town,Washington PA
1291,40.1744363,-94.8238577,1,1,1,0,1,1,6740,6741,Barnard Mo,Barnard,,Missouri,town,Barnard MO
1292,40.1772199,-94.2732884,1,1,1,0,1,1,1813,1814,Whitton Mo,Whitten,,Missouri,town,Whitten MO
1293,40.1811468,-88.78618440000002,2,2,2,0,2,2,3432,3433,DeWitt Ill,De Witt,,Illinois,town,De Witt IL
1294,40.1827901,-98.2181018,1,1,1,0,1,1,5278,5279,Mount Clare Nebr,Mt Clare,,Nebraska,town,Mt Clare NE
1295,40.18445429999999,-90.6393702,1,1,1,0,1,1,26797,26798,Schuyler county Ill,Schuyler County,,Illinois,town,Schuyler County IL
1296,40.1847671,-89.580938,1,1,1,0,1,1,9088,9089,New Holland Ill,New Holland,,Illinois,town,New Holland IL
1297,40.1880944,-86.90389590000002,2,2,2,0,2,2,6605,6606,Linden Ind,Linden,,Indiana,town,Linden IN
1298,40.1933707,-86.36055390000001,1,1,1,0,1,1,27534,27535,Kirklin Ind,Kirklin,,Indiana,town,Kirklin IN
1299,40.1933767,-85.3863599,1,1,1,0,1,1,3775,3776,Muncie Ind,Muncie,,Indiana,town,Muncie IN
1300,40.1947539,-92.5832496,5,5,5,0,5,5,134,135,Kirksville Mo,Kirksville,,Missouri,town,Kirksville MO
1301,40.195310600000006,-88.4042234,2,2,2,0,2,2,18586,18587,Mahomet Ill,Mahomet,,Illinois,town,Mahomet IL
1302,40.1966701,-100.6248741,1,1,1,0,1,1,10968,10969,McCook Nebr,McCook,,Nebraska,town,McCook NE
1303,40.1983287,-94.3960685,1,1,1,0,1,1,13608,13609,Darlington Mo,Darlington,,Missouri,town,Darlington MO
1304,40.1995447,-75.5837984,1,1,1,0,1,1,4942,4943,Parker Ford Pa,Parker Ford,,Pennsylvania,town,Parker Ford PA
1305,40.1997902,-81.17093790000001,1,1,1,0,1,1,26142,26143,Moorefield Ohio,Moorefield,,Ohio,town,Moorefield OH
1306,40.2008257,-95.0366404,2,2,2,0,2,2,6785,6786,Graham Mo,Graham,,Missouri,town,Graham MO
1307,40.2016771,-98.0678201,1,1,1,0,1,1,16236,16237,Nelson Nebr,Nelson,,Nebraska,town,Nelson NE
1308,40.20226629999999,-89.69816390000003,1,1,1,0,1,1,21975,21976,Mason City Ill,Mason City,,Illinois,town,Mason City IL
1309,40.2024905,-84.83945959999998,1,1,1,0,1,1,17174,17175,Union City Ind,Union City,,Indiana,town,Union City IN
1310,40.2097933,-79.7669884,1,1,1,0,1,1,21763,21764,West Newton Pa,West Newton,,Pennsylvania,town,West Newton PA
1311,40.211422,-88.50617209999999,1,1,1,0,1,1,26071,26072,Mansfield Ill,Mansfield,,Illinois,town,Mansfield IL
1312,40.2128191,-91.8957266,1,1,1,0,1,1,4572,4573,Deer Ridge Mo,Deer Ridge,,Missouri,town,Deer Ridge MO
1313,40.2153151,-86.0263746,2,2,2,0,2,2,971,972,Atlanta Ind,Atlanta,,Indiana,town,Atlanta IN
1314,40.2170534,-74.74293840000001,1,1,1,0,1,1,19426,19427,Trenton N J,Trenton,,New Jersey,town,Trenton NJ
1315,40.217771,-94.5382939,7,7,7,0,7,7,4277,4278,Stanberry Mo,Stanberry,,Missouri,town,Stanberry MO
1316,40.2183344,-96.8758615,1,1,1,0,1,1,16657,16658,Ellis Nebr,Ellis,,Nebraska,town,Ellis NE
1317,40.2203907,-74.01208170000002,1,1,1,0,1,1,29452,29453,Asbury Park N J,Asbury Park,,New Jersey,town,Asbury Park NJ
1318,40.2228175,-85.77886690000003,1,1,1,0,1,1,29000,29001,Frankton Ind,Frankton,,Indiana,town,Frankton IN
1319,40.2231134,-83.557427,2,2,2,0,2,2,1515,1516,North Lewisburg Ohio,North Lewisburg,,Ohio,town,North Lewisburg OH
1320,40.227545,-90.3595683,2,2,2,0,2,2,26717,26718,Astoria Ill,Astoria,,Illinois,town,Astoria IL
1321,40.230714,-100.8369649,2,2,2,0,2,2,10967,10968,Culbertson Nebr,Culbertson,,Nebraska,town,Culbertson NE
1322,40.2325434,-89.8426123,5,5,5,0,5,5,644,645,Easton Ill,Easton,,Illinois,town,Easton IL
1323,40.2330574,-95.7733254,2,2,2,0,2,2,2566,2567,Stella Nebr,Stella,,Nebraska,town,Stella NE
1324,40.2333789,-91.0626374,1,1,1,0,1,1,3619,3620,Bowen Ill,Bowen,,Illinois,town,Bowen IL
1325,40.23393370000001,-90.6223505,1,1,1,0,1,1,11562,11563,Littleton Ill,Littleton,,Illinois,town,Littleton IL
1326,40.234449700000006,-100.4173683,1,1,1,0,1,1,21672,21673,Indianola Nebr,Indianola,,Nebraska,town,Indianola NE
1327,40.2353679,-76.8413613,1,1,1,0,1,1,16953,16954,Steelton Pa,Steelton,,Pennsylvania,town,Steelton PA
1328,40.2364486,-83.3671432,1,1,1,0,1,1,8478,8479,Marysville Ohio,Marysville,,Ohio,town,Marysville OH
1329,40.2423814,-94.6874946,3,3,3,0,3,3,6102,6103,Conception Mo,Conception,,Missouri,town,Conception MO
1330,40.243367600000006,-88.6425668,2,2,2,0,2,2,9299,9300,Farmer City Ill,Farmer City,,Illinois,town,Farmer City IL
1331,40.2442046,-92.2057395,1,1,1,0,1,1,14144,14145,Baring Mo,Baring,,Missouri,town,Baring MO
1332,40.24537410000001,-75.6496302,1,1,1,0,1,1,28800,28801,Pottstown Pa,Pottstown,,Pennsylvania,town,Pottstown PA
1333,40.2458333,-96.4969629,1,1,1,0,1,1,26467,26468,Virginia Nebr,Virginia,,Nebraska,town,Virginia NE
1334,40.2486069,-94.331068,3,3,3,0,3,3,17290,17291,Albany Mo,Albany,,Missouri,town,Albany MO
1335,40.2489246,-88.8228522,1,1,1,0,1,1,24703,24704,Solomon Ill,Solomon Wilson Township,,Illinois,town,Solomon Wilson Township IL
1336,40.2491727,-100.3120875,1,1,1,0,1,1,836,837,Bartley Nebr,Bartley,,Nebraska,town,Bartley NE
1337,40.250688200000006,-87.45336529999999,1,1,1,0,1,1,19442,19443,Marshfield Ind,Marshfield,,Indiana,town,Marshfield IN
1338,40.251486,-99.6352189,1,1,1,0,1,1,26430,26431,Oxford Nebr,Oxford,,Nebraska,town,Oxford NE
1339,40.2522771,-83.75576629999998,1,1,1,0,1,1,13525,13526,West Liberty Ohio,West Liberty,,Ohio,town,West Liberty OH
1340,40.2591025,22.1443641,1,1,1,0,1,1,5446,5447,Katafigion Greece,Katafygio,,Greece,town,Katafygio Greece
1341,40.2594846,-89.2334236,1,1,1,0,1,1,131,132,Atlanta Ill,Atlanta,,Illinois,town,Atlanta IL
1342,40.2643932,-81.0381425,1,1,1,0,1,1,534,535,Cadiz Ohio,Cadiz,,Ohio,town,Cadiz OH
1343,40.2659269,-96.7466913,4,4,4,0,4,4,1692,1693,Beatrice Nebr,Beatrice,,Nebraska,town,Beatrice NE
1344,40.2671941,-86.1349019,9,9,9,0,9,9,7028,7029,Waicott lnd,Walcott,,Indiana,state,Indiana
1345,40.267822,-90.2784557,1,1,1,0,1,1,3065,3066,Summum Ill,Summum,,Illinois,town,Summum IL
1346,40.2704627,14.9329016,1,1,1,0,1,1,18771,18772,S Marco Italy,San Marco,,Italy,town,San Marco Province of Salerno Italy
1347,40.273069,-93.4357731,1,1,1,0,1,1,18337,18338,Half Rock Mo,Half Rock Medicine Township,,Missouri,town,Half Rock Medicine Township MO
1348,40.27319110000001,-76.88670079999999,4,4,4,0,4,4,17323,17324,Harrisburg Pa,Harrisburg,,Pennsylvania,town,Harrisburg PA
1349,40.2737035,-76.40607270000002,1,1,1,0,1,1,2502,2503,Cornwall Pa,Cornwall,,Pennsylvania,town,Cornwall PA
1350,40.2749504,-81.1416691,1,1,1,0,1,1,9059,9060,Nottingham Ohio,Nottingham Township,,Ohio,town,Nottingham Township OH
1351,40.2769834,-85.8419246,3,3,3,0,3,3,30,31,Elwood Ind,Elwood,,Indiana,town,Elwood IN
1352,40.2794809,-86.5108355,2,2,2,0,2,2,13904,13905,Frankfort Ind,Frankfort,,Indiana,town,Frankfort IN
1353,40.2822598,-86.041098,1,1,1,0,1,1,970,971,Tipton ind,Tipton,,Indiana,town,Tipton IN
1354,40.28338170000001,-84.1182845,1,1,1,0,1,1,27233,27234,Pasco Ohio,Pasco,,Ohio,town,Pasco Ohio
1355,40.2840735,-100.1708403,1,1,1,0,1,1,1285,1286,Cambridge Nebr,Cambridge,,Nebraska,town,Cambridge NE
1356,40.2883704,-87.29389990000001,2,2,2,0,2,2,21923,21924,Willlamsport Ind,Williamsport,,Indiana,town,Williamsport IN
1357,40.28921070000001,-85.02885699999999,1,1,1,0,1,1,23678,23679,Ridgeville Ind,Ridgeville,,Indiana,town,Ridgeville IN
1358,40.2917112,-90.919023,1,1,1,0,1,1,14930,14931,Plymouth Ill,Plymouth,,Illinois,town,Plymouth IL
1359,40.2942106,-90.4279033,2,2,2,0,2,2,23220,23221,Vermont Ill,Vermont,,Illinois,town,Vermont IL
1360,40.295867,-88.472004,1,1,1,0,1,1,18531,18532,Osman Ill,Osman,,Illinois,town,Osman IL
1361,40.2982503,-98.7318891,1,1,1,0,1,1,10766,10767,Campbell Nebr,Campbell,,Nebraska,town,Campbell NE
1362,40.2991714,-97.6786532,1,1,1,0,1,1,18689,18690,Carleton Nebr,Carleton,,Nebraska,town,Carleton NE
1363,40.29921820000001,-83.96882729999999,1,1,1,0,1,1,12006,12007,Quincy Ohio,Quincy,,Ohio,town,Quincy OH
1364,40.3005808,21.7898132,1,1,1,0,1,1,9873,9874,Kozina Greece,Kozani,,Greece,town,Kozani Greece
1365,40.301243,-93.680336,1,1,1,0,1,1,24487,24488,Modena Mo,Modena,,Missouri,town,Modena MO
1366,40.3030578,-96.9889187,2,2,2,0,2,2,14218,14219,Plymouth Nebr,Plymouth,,Nebraska,town,Plymouth NE
1367,40.305847,-93.3502153,2,2,2,0,2,2,7508,7509,Harris Mo,Harris,,Missouri,town,Harris MO
1368,40.3058679,-88.0211489,2,2,2,0,2,2,21375,21376,Gifford Ill,Gifford,,Illinois,town,Gifford IL
1369,40.3064245,-87.8778088,1,1,1,0,1,1,6298,6299,Armstrong 111,Armstrong,,Illinois,town,Armstrong IL
1370,40.306623,-99.4783816,1,1,1,0,1,1,19531,19532,Alban Nebr,Alban,,Nebraska,town,Albany NE
1371,40.3069365,-94.5441279,2,2,2,0,2,2,850,851,Atlanthul Grove Mo,Atlanthus Grove,,Missouri,town,Alanthus Grove MO
1372,40.31028920000001,-99.2898181,1,1,1,0,1,1,16160,16161,Ragan Nebr,Ragan,,Nebraska,town,Ragan NE
1373,40.3111875,-78.3241795,1,1,1,0,1,1,29610,29611,Martinsburg Pa,Martinsburg,,Pennsylvania,town,Martinsburg PA
1374,40.3139311,-85.50052779999999,2,2,2,0,2,2,950,951,Gaston Ind,Gaston,,Indiana,town,Gaston IN
1375,40.3147554,-88.3500541,4,4,4,0,4,4,4146,4147,Fisher Ill,Fisher,,Illinois,town,Fisher IL
1376,40.319458,-98.90174609999998,1,1,1,0,1,1,23561,23562,Upland Nebr,Upland,,Nebraska,town,Upland NE
1377,40.3267407,-78.9219698,4,4,4,0,4,4,232,233,Johnstown Pa,Johnstown,,Pennsylvania,town,Johnstown PA
1378,40.3275208,-79.1172394,2,2,2,0,2,2,17110,17111,Ridgeway Pa,Ridgeway New Florence,,Pennsylvania,town,Ridgeway New Florence PA
1379,40.3303196,-89.9312252,1,1,1,0,1,1,3225,3226,Topeka Ill,Topeka,,Illinois,town,Topeka IL
1380,40.3374094,-84.6472501,1,1,1,0,1,1,21571,21572,New Weston Ohio,New Weston,,Ohio,town,New Weston Ohio
1381,40.3400336,-88.5270053,1,1,1,0,1,1,28293,28294,Belleflower Ill,Bellflower,,Illinois,town,Bellflower IL
1382,40.3403206,-85.3508046,2,2,2,0,2,2,21973,21974,Eaton Ind,Eaton,,Indiana,town,Eaton IN
1383,40.3409251,-76.4113497,1,1,1,0,1,1,2362,2363,West Lebanon Pa,Lebanon,,Pennsylvania,town,Lebanon PA
1384,40.3444804,-86.6652821,1,1,1,0,1,1,29434,29435,Mulberry Ind,Mulberry,,Indiana,town,Mulberry IN
1385,40.3449627,-87.04289820000002,2,2,2,0,2,2,22483,22484,West Point Ind,West Point,,Indiana,town,West Point IN
1386,40.34610170000001,-94.8724706,7,7,7,0,7,7,4422,4423,Maryville Mo,Maryville,,Missouri,town,Maryville MO
1387,40.3470543,-74.0643065,1,1,1,0,1,1,21619,21620,Red Bank N J,Red Bank,,New Jersey,town,Red Bank NJ
1388,40.3470671,-79.86412320000002,1,1,1,0,1,1,26956,26957,McKeesport Pa,McKeesport,,Pennsylvania,town,McKeesport PA
1389,40.34957650000001,-92.5744407,1,1,1,0,0,1,3092,3093,Green Top Mo,Greentop,,,town,Greentop MO
1390,40.3514319,-90.324568,1,1,1,0,1,1,29154,29155,Ipava Ill,Ipava,,Illinois,town,Ipava IL
1391,40.3519795,-88.764237,5,5,5,0,5,5,9794,9795,LeKoy Ill,Le Roy,,Illinois,town,Le Roy IL
1392,40.3522127,-94.6738541,1,1,1,0,1,1,23096,23097,Ravenwood Mo,Ravenwood,,Missouri,town,Ravenwood MO
1393,40.353554,-84.6476672,3,3,3,0,3,3,2562,2563,Burkettsville Ohio,Burkettsville,,Ohio,town,Burkettsville OH
1394,40.3563886,-96.337513,2,2,2,0,2,2,7245,7246,Vesta Nebr,Vesta,,Nebraska,town,Vesta NE
1395,40.359211,-91.4345978,1,1,1,0,1,1,13434,13435,Warsaw Ill,Warsaw,,Illinois,town,Warsaw IL
1396,40.3617591,-76.18411390000001,1,1,1,0,1,1,866,867,Womelsdorf Pa,Womelsdorf,,Pennsylvania,town,Womelsdorf PA
1397,40.3667541,-96.1957864,2,2,2,0,2,2,3390,3391,Tecumseh Nebr,Tecumseh,,Nebraska,town,Tecumseh NE
1398,40.36729620000001,-78.79141070000001,1,1,1,0,1,1,24610,24611,South Fork Pa,South Fork,,Pennsylvania,town,South Fork PA
1399,40.3678437,-81.00537309999999,1,1,1,0,1,1,11533,11534,Jewett Ohio,Jewett,,Ohio,town,Jewett OH
1400,40.372048,-75.292676,1,1,1,0,1,1,24298,24299,Perkasie Pa,Perkasie,,Pennsylvania,town,Perkasie PA
1401,40.3725414,-89.5473245,1,1,1,0,1,1,15012,15013,Delavan Ill,Delavan,,Illinois,town,Delavan IL
1402,40.3735896,-86.3329038,1,1,1,0,1,1,28983,28984,Forest Ind,Forest,,Indiana,town,Forest IN
1403,40.3764014,-93.3349372,1,1,1,0,1,1,22552,22553,Newtown Mo,Newtown,,Missouri,town,Newtown MO
1404,40.37920310000001,-87.6686342,1,1,1,0,1,1,1199,1200,Rossville Ill,Rossville,,Illinois,town,Rossville IL
1405,40.3845217,-77.8822199,1,1,1,0,1,1,4910,4911,Mount Union Pa,Mt Union,,Pennsylvania,town,Mt Union PA
1406,40.3869787,-88.1275437,2,2,2,0,2,2,2012,2013,Ludlow Ill,Ludlow,,Illinois,town,Ludlow IL
1407,40.3909024,-79.8494927,1,1,1,0,1,1,27707,27708,Port Perry Pa,Port Perry North Versailles,,Pennsylvania,town,Port Perry North Versailles PA
1408,40.3930973,-90.1548421,3,3,3,0,3,3,25328,25329,Lewistown Ill,Lewistown,,Illinois,town,Lewistown IL
1409,40.3936136,-96.922806,1,1,1,0,1,1,3865,3866,De Witt Nebr,De Witt,,Nebraska,town,De Witt NE
1410,40.3981415,-77.0230334,1,1,1,0,1,1,17883,17884,Duncannon Pa,Duncannon,,Pennsylvania,town,Duncannon PA
1411,40.39981220000001,-88.92706240000003,1,1,1,0,1,1,9188,9189,Downs Ill,Downs,,Illinois,town,Downs IL
1412,40.40230250000001,-77.5522119,1,1,1,0,1,1,9769,9770,Honey Grove Pa,Honey Grove,,Pennsylvania,town,Honey Grove PA
1413,40.4034024,-79.8683824,3,3,3,0,3,3,3752,3753,Braddock Pa,Braddock,,Pennsylvania,town,Braddock PA
1414,40.4070145,-89.6468038,2,2,2,0,2,2,2230,2231,Green Valley Ill,Green Valley,,Illinois,town,Green Valley IL
1415,40.4086802,-80.0833885,1,1,1,0,1,1,27810,27811,Carnegie Pa,Carnegie,,Pennsylvania,town,Carnegie PA
1416,40.4089499,-82.955461,1,1,1,0,1,1,24987,24988,Ashley Ohio,Ashley,,Ohio,town,Ashley OH
1417,40.4128241,-84.7763511,1,1,1,0,1,1,7773,7774,Fort Recovery Ohio,Fort Recovery,,Ohio,town,Fort Recovery OH
1418,40.4153179,-85.6505317,1,1,1,0,1,1,27134,27135,Fairmount Ind,Fairmount,,Indiana,town,Fairmount IN
1419,40.415591600000006,-86.5147214,1,1,1,0,1,1,27466,27467,Sedalia Ind,Sedalia,,Indiana,town,Sedalia IN
1420,40.415648,-76.2066148,1,1,1,0,1,1,27847,27848,Host Pa,Host,,Pennsylvania,town,Host PA
1421,40.41643300000001,-91.1362537,2,2,2,0,2,2,4719,4720,Carthage Ill,Carthage,,Illinois,town,Carthage IL
1422,40.4165052,-101.3711624,1,1,1,0,1,1,7977,7978,Juanita Nebr,Wauneta,,Nebraska,town,Wauneta NE
1423,40.4167022,-86.8752869,7,7,7,0,7,7,6461,6462,LaFayette Ind,Lafayette,,Indiana,town,Lafayette IN
1424,40.4172871,-82.907123,5,5,5,0,5,5,3346,3347,Penningsville Ohio,Penningsville,,Ohio,state,Ohio
1425,40.4175374,-86.2713849,1,1,1,0,1,1,11883,11884,Russlaville Ind,Russiaville,,Indiana,town,Russiaville IN
1426,40.4177811,-97.3330998,2,2,2,0,2,2,14888,14889,Tobias Nebr,Tobias,,Nebraska,town,Tobias NE
1427,40.4189309,-90.4967942,1,1,1,0,1,1,10625,10626,Adair Ill,Adair,,Illinois,town,Adair IL
1428,40.4203184,-91.7196088,1,1,1,0,1,1,29820,29821,Kahoka Mo,Kahoka,,Missouri,town,Kahoka MO
1429,40.4208735,-89.4145404,1,1,1,0,1,1,17844,17845,Hopedale Ill,Hopedale,,Illinois,town,Hopedale IL
1430,40.4264306,-90.7926324,1,1,1,0,1,1,4821,4822,Coichester Ill,Colchester,,Illinois,town,Colchester IL
1431,40.4264477,-83.2968631,1,1,1,0,1,1,2159,2160,Richwood Ohio,Richwood,,Ohio,town,Richwood OH
1432,40.4315028,-98.10485140000002,1,1,1,0,1,1,21195,21196,Fairfield Nebr,Fairfield,,Nebraska,town,Fairfield NE
1433,40.4331631,-74.19958829999999,1,1,1,0,1,1,28494,28495,Keport N J,Keyport,,New Jersey,town,Keyport NJ
1434,40.4336504,-89.3131465,2,2,2,0,2,2,133,134,Minler Ill,Minier,,Illinois,town,Minier IL
1435,40.43448950000001,-84.9777455,1,1,1,0,1,1,28873,28874,Portland Ind,Portland,,Indiana,town,Portland IN
1436,40.4356311,-77.9308333,1,1,1,0,1,1,25322,25323,Mill Creek Pa,Mill Creek,,Pennsylvania,town,Mill Creek PA
1437,40.4375051,-93.775225,2,2,2,0,2,2,17852,17853,Cainsville Mo,Cainsville,,Missouri,town,Cainsville MO
1438,40.43999,-94.6232974,2,2,2,0,2,2,10871,10872,Parnell Mo,Parnell,,Missouri,town,Parnell MO
1439,40.4402763,-95.3777586,1,1,1,0,1,1,23007,23008,Tarkio Mo,Tarkio,,Missouri,town,Tarkio MO
1440,40.4402885,-99.3698217,3,3,3,0,3,3,4063,4064,Holdridge Nebr,Holdrege,,Nebraska,town,Holdrege NE
1441,40.4406248,-79.9958864,20,20,20,0,20,20,1882,1883,Pittsburgh Pa,Pittsburgh,,Pennsylvania,town,Pittsburgh PA
1442,40.4433847,-83.8049353,1,1,1,0,1,1,16492,16493,Huntsville Ohio,Huntsville,,Ohio,town,Huntsville OH
1443,40.4437018,-76.42829329999998,2,2,2,0,2,2,8664,8665,Fredericksburg Pa,Fredericksburg,,Pennsylvania,town,Fredericksburg PA
1444,40.44554779999999,-95.0660863,1,1,1,0,1,1,4626,4627,Burlington Junction Mo,Burlington Junction,,Missouri,town,Burlington Junction MO
1445,40.4475643,-82.26015840000002,1,1,1,0,1,1,2206,2207,Jelloway Ohio,Danville,,Ohio,town,Danville OH
1446,40.448784,-85.239113,1,1,1,0,1,1,9351,9352,Trenton Ind,Trenton,,Indiana,town,Trenton IN
1447,40.45,21.516667,1,1,1,0,1,1,16872,16873,Blatsa Macedonia,Vlasti,,Macedonia,town,Vlasti Macedonia
1448,40.4503125,-88.71673359999998,1,1,1,0,1,1,6294,6295,Ellsworth Ill,Ellsworth,,Illinois,town,Ellsworth IL
1449,40.45031270000001,-88.76395759999998,1,1,1,0,1,1,16022,16023,Padua Ill,Padua,,Illinois,town,Padua IL
1450,40.4503144,-87.2544577,1,1,1,0,1,1,22070,22071,Pine Village Ind,Pine Village,,Indiana,town,Pine Village IN
1451,40.450823,-94.8421925,1,1,1,0,1,1,1499,1500,Pickering Mo,Pickering,,Missouri,town,Pickering MO
1452,40.4578119,-92.1712924,2,2,2,0,2,2,5299,5300,Memphis Mo,Memphis,,Missouri,town,Memphis MO
1453,40.4591243,-96.3761431,2,2,2,0,2,2,2970,2971,Sterling Nebr,Sterling,,Nebraska,town,Sterling NE
1454,40.4592076,-90.6717971,3,3,3,0,3,3,49,50,Macomb Ill,Macomb,,Illinois,town,Macomb IL
